*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=PCB-LedDriver-V5.0
*Date=15:06:45
*CreatedBy=Fritzing 0.9.6b..
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
83;100;THT;175.111;-36.2916;180;Bottom;R34
84;;;34.4585;-16.6066;0;Bottom;Pad118
85;;;133.518;-44.5465;0;Bottom;Pad52
86;;;29.3785;-14.0666;0;Bottom;Pad119
87;100;THT;135.106;-22.3216;0;Bottom;R73
88;100;THT;152.251;-36.2916;180;Bottom;R38
89;;;153.838;-28.6655;0;Bottom;Via3
90;;THT;35.7285;-3.2716;-90;Bottom;J14
91;100;THT;73.511;-36.2916;180;Bottom;R53
92;;;29.3785;-16.6066;0;Bottom;Pad120
93;100;THT;5.56599;-22.3216;0;Bottom;R96
94;100;THT;32.871;-36.2916;0;Bottom;R59
95;;;163.998;-44.5465;0;Bottom;Pad40
96;;;169.078;-42.0065;0;Bottom;Pad34
97;;THT;12.8685;-55.3416;90;Bottom;J15
98;;;54.7785;-44.5466;0;Bottom;Pad78
99;;;49.6985;-42.0066;0;Bottom;Pad74
100;;;118.278;-44.5465;0;Bottom;Pad56
101;100;THT;96.371;-36.2916;180;Bottom;R48
102;330;THT;54.7785;-7.3991;90;Bottom;R119
103;100;THT;101.451;-36.2916;0;Bottom;R47
104;;;64.9246;-29.9403;0;Bottom;Via16
105;100;THT;176.063;-22.3216;0;Bottom;R66
106;;;120.818;-16.6065;0;Bottom;Pad9
107;;;110.652;-29.9471;0;Bottom;Via7
108;;;181.778;-13.749;0;Bottom;Pad31
109;;THT;81.4485;-55.3416;90;Bottom;J9
110;;;95.4185;-42.0065;0;Bottom;Pad63
111;;;85.2585;-14.0666;0;Bottom;Pad99
112;;;87.7985;-42.0066;0;Bottom;Pad67
113;330;THT;169.078;-7.3991;90;Bottom;R99
114;;;62.3985;-16.6066;0;Bottom;Pad108
115;;;39.5385;-14.0666;0;Bottom;Pad115
116;100;THT;142.091;-36.2916;180;Bottom;R40
117;;;171.618;-16.289;0;Bottom;Pad30
118;;;133.518;-29.9417;0;Bottom;Via1
119;;;44.6185;-14.0666;0;Bottom;Pad114
120;;;75.0985;-14.0666;0;Bottom;Pad103
121;;;87.7985;-44.5466;0;Bottom;Pad69
122;;;163.998;-42.0065;0;Bottom;Pad39
123;;;16.6785;-16.6066;0;Bottom;Pad124
124;;THT;35.8145;-43.2766;-90;Bottom;U13
125;;;186.859;-3.90652;0;Bottom;Hole5
126;330;THT;143.678;-51.2141;90;Bottom;R8
127;;THT;12.7824;-15.3367;90;Bottom;U16
128;100;THT;55.731;-36.2916;0;Bottom;R55
129;;;34.4585;-14.0666;0;Bottom;Pad117
130;330;THT;128.438;-7.3991;90;Bottom;R106
131;100;THT;89.386;-22.3216;0;Bottom;R81
132;;DIP16 [THT];172.888;-29.3066;90;Bottom;IC1
133;;;19.2185;-44.5466;0;Bottom;Pad93
134;;;179.238;-44.5465;0;Bottom;Pad36
135;330;THT;67.4785;-51.2141;90;Bottom;R21
136;;;110.658;-42.0065;0;Bottom;Pad62
137;330;THT;108.118;-51.2141;90;Bottom;R14
138;;;44.6185;-16.6066;0;Bottom;Pad113
139;100;THT;102.086;-22.3216;0;Bottom;R79
140;330;THT;163.998;-7.3991;90;Bottom;R100
141;;;130.978;-16.6065;0;Bottom;Pad12
142;;;39.5385;-16.6066;0;Bottom;Pad116
143;;;128.438;-44.5465;0;Bottom;Pad53
144;;;59.8585;-42.0066;0;Bottom;Pad80
145;;THT;127.168;-3.2716;-90;Bottom;J6
146;330;THT;100.498;-7.3991;90;Bottom;R111
147;100;THT;134.471;-36.2916;-4.77083e-15;Bottom;R41
148;;;95.4185;-44.5465;0;Bottom;Pad64
149;100;THT;27.791;-36.2916;180;Bottom;R60
150;;;64.9385;-44.5466;0;Bottom;Pad77
151;100;THT;20.806;-22.3216;0;Bottom;R93
152;;;21.7585;-16.6066;0;Bottom;Pad121
153;330;THT;14.1385;-7.3991;90;Bottom;R126
154;;;156.378;-42.0065;0;Bottom;Pad46
155;330;THT;77.6385;-7.3991;90;Bottom;R115
156;100;THT;88.751;-36.2916;-4.77083e-15;Bottom;R49
157;;;42.1063;-29.8534;0;Bottom;Via13
158;;;67.4785;-14.0666;0;Bottom;Pad106
159;100;THT;10.646;-22.3216;0;Bottom;R95
160;330;THT;6.51849;-51.2141;90;Bottom;R32
161;100;THT;65.891;-36.2916;-4.77083e-15;Bottom;R54
162;;THT;58.6745;-43.2766;-90;Bottom;U11
163;330;THT;110.658;-7.3991;90;Bottom;R109
164;;;103.038;-14.0665;0;Bottom;Pad4
165;;;90.3385;-16.6066;0;Bottom;Pad97
166;;;6.51846;-14.0666;0;Bottom;Pad127
167;;;100.498;-42.0065;0;Bottom;Pad58
168;;;57.3185;-14.0666;0;Bottom;Pad109
169;330;THT;171.618;-51.2141;90;Bottom;R3
170;;THT;35.7285;-55.3416;90;Bottom;J13
171;;;11.5985;-14.0666;0;Bottom;Pad125
172;;THT;81.4485;-3.2716;-90;Bottom;J10
173;;;146.218;-42.0065;0;Bottom;Pad42
174;;;52.2385;-14.0666;0;Bottom;Pad111
175;330;THT;118.278;-7.3991;90;Bottom;R108
176;100;THT;170.666;-22.3216;0;Bottom;R67
177;330;THT;26.8385;-7.3991;90;Bottom;R124
178;330;THT;72.5585;-7.3991;90;Bottom;R116
179;100;THT;180.826;-22.3216;0;Bottom;R65
180;330;THT;179.238;-7.3991;90;Bottom;R97
181;;;39.5385;-28.6717;0;Bottom;Via14
182;100;THT;124.311;-36.2916;0;Bottom;R43
183;100;THT;37.951;-36.2916;180;Bottom;R58
184;;THT;104.308;-3.2716;-90;Bottom;J8
185;100;THT;66.526;-22.3216;0;Bottom;R85
186;;THT;58.5885;-55.3416;90;Bottom;J11
187;;DIP16 [THT];35.7285;-29.3066;90;Bottom;IC7
188;330;THT;87.7985;-7.3991;90;Bottom;R113
189;330;THT;80.1785;-51.2141;90;Bottom;R19
190;;;85.2585;-16.6066;0;Bottom;Pad100
191;100;THT;165.586;-22.3216;0;Bottom;R68
192;330;THT;141.138;-7.3991;90;Bottom;R104
193;;;90.3385;-14.0666;0;Bottom;Pad98
194;330;THT;29.3785;-51.2141;90;Bottom;R28
195;;THT;12.9546;-43.2766;-90;Bottom;U15
196;;;108.118;-14.0665;0;Bottom;Pad6
197;;;181.778;-16.289;0;Bottom;Pad29
198;;;169.078;-44.5465;0;Bottom;Pad35
199;100;THT;43.031;-36.2916;-4.77083e-15;Bottom;R57
200;;;136.058;-16.6065;0;Bottom;Pad13
201;;;130.978;-14.0665;0;Bottom;Pad11
202;;THT;172.98;-43.2435;-90;Bottom;U1
203;;;36.9985;-44.5466;0;Bottom;Pad84
204;100;THT;180.191;-36.2916;0;Bottom;R33
205;100;THT;28.426;-22.3216;0;Bottom;R92
206;330;THT;120.818;-51.2141;90;Bottom;R12
207;330;THT;31.9185;-7.3991;90;Bottom;R123
208;100;THT;79.226;-22.3216;0;Bottom;R83
209;;;19.2184;-29.9417;0;Bottom;Via9
210;;;174.158;-42.0065;0;Bottom;Pad33
211;100;THT;107.166;-22.3216;0;Bottom;R78
212;100;THT;61.446;-22.3216;0;Bottom;R86
213;;;148.758;-14.0665;0;Bottom;Pad24
214;;;59.8585;-44.5466;0;Bottom;Pad76
215;;;148.758;-16.6065;0;Bottom;Pad22
216;;THT;127.255;-43.2766;-90;Bottom;U5
217;;;19.2185;-42.0066;0;Bottom;Pad91
218;;;130.978;-28.6717;0;Bottom;Via2
219;330;THT;125.898;-51.2141;90;Bottom;R11
220;;THT;104.395;-43.2766;-90;Bottom;U7
221;;;14.1385;-42.0066;0;Bottom;Pad96
222;;;146.218;-44.5465;0;Bottom;Pad43
223;;THT;172.888;-3.2716;-90;Bottom;J2
224;;;16.6784;-28.6717;0;Bottom;Via10
225;;THT;127.486;-55.3416;90;Bottom;J5
226;;;72.5585;-42.0066;0;Bottom;Pad66
227;;;141.138;-41.689;0;Bottom;Pad47
228;;;6.51846;-16.6066;0;Bottom;Pad128
229;330;THT;95.4185;-7.3991;90;Bottom;R112
230;;;141.138;-44.229;0;Bottom;Pad48
231;;;113.198;-16.6065;0;Bottom;Pad8
232;100;THT;83.671;-36.2916;180;Bottom;R50
233;;;105.578;-42.0065;0;Bottom;Pad57
234;330;THT;85.2585;-51.2141;90;Bottom;R18
235;;;31.9185;-44.5466;0;Bottom;Pad86
236;;DIP16 [THT];12.8685;-29.3066;90;Bottom;IC8
237;100;THT;38.586;-22.3216;0;Bottom;R90
238;;;143.678;-14.0665;0;Bottom;Pad18
239;;;3.97846;-44.5466;0;Bottom;Pad89
240;100;THT;51.286;-22.3216;0;Bottom;R88
241;330;THT;75.0985;-51.2141;90;Bottom;R20
242;;;100.498;-44.5465;0;Bottom;Pad59
243;;;42.0785;-42.0066;0;Bottom;Pad83
244;;;97.9585;-14.0665;0;Bottom;Pad2
245;100;THT;4.93099;-36.2916;180;Bottom;R64
246;;;77.6385;-44.5466;0;Bottom;Pad70
247;;THT;104.308;-55.3416;90;Bottom;J7
248;;;108.121;-28.681;0;Bottom;Via8
249;;;125.898;-14.0665;0;Bottom;Pad16
250;330;THT;42.0785;-7.3991;90;Bottom;R121
251;330;THT;130.978;-51.2141;90;Bottom;R10
252;100;THT;111.611;-36.2916;-4.77083e-15;Bottom;R45
253;330;THT;64.9385;-7.3991;90;Bottom;R117
254;;THT;149.942;-15.3367;90;Bottom;U4
255;;;113.198;-14.0665;0;Bottom;Pad7
256;;;16.6785;-14.0666;0;Bottom;Pad123
257;330;THT;148.758;-51.2141;90;Bottom;R7
258;330;THT;57.3185;-51.2141;90;Bottom;R23
259;;THT;172.888;-55.3416;90;Bottom;J1
260;330;THT;151.298;-7.3991;90;Bottom;R102
261;;;153.838;-14.0665;0;Bottom;Pad19
262;;;118.278;-42.0065;0;Bottom;Pad55
263;100;THT;119.231;-36.2916;180;Bottom;R44
264;;;176.698;-16.289;0;Bottom;Pad28
265;330;THT;3.97849;-7.3991;90;Bottom;R128
266;100;THT;97.006;-22.3216;0;Bottom;R80
267;330;THT;174.158;-7.3991;90;Bottom;R98
268;;THT;150.028;-55.3416;90;Bottom;J3
269;100;THT;78.591;-36.2916;0;Bottom;R52
270;;;57.3185;-16.6066;0;Bottom;Pad110
271;330;THT;97.9585;-51.2141;90;Bottom;R16
272;;THT;172.794;-15.3268;90;Bottom;U2
273;;;14.1385;-44.5466;0;Bottom;Pad92
274;;;26.8385;-44.5466;0;Bottom;Pad81
275;;;186.859;-54.7066;0;Bottom;Hole6
276;;;151.298;-44.5465;0;Bottom;Pad45
277;;;105.578;-44.5465;0;Bottom;Pad61
278;330;THT;62.3985;-51.2141;90;Bottom;R22
279;;;128.438;-42.0065;0;Bottom;Pad49
280;330;THT;158.918;-51.2141;90;Bottom;R5
281;100;THT;170.031;-36.2916;0;Bottom;R35
282;330;THT;59.8585;-7.3991;90;Bottom;R118
283;330;THT;16.6785;-51.2141;90;Bottom;R30
284;;;31.9185;-42.0066;0;Bottom;Pad87
285;100;THT;20.171;-36.2916;-4.77083e-15;Bottom;R61
286;;THT;58.5885;-3.2716;-90;Bottom;J12
287;;DIP16 [THT];104.308;-29.3066;90;Bottom;IC4
288;100;THT;10.011;-36.2916;0;Bottom;R63
289;;;156.378;-29.9417;0;Bottom;Via4
290;;;125.898;-16.6065;0;Bottom;Pad14
291;;;9.05849;-42.0066;0;Bottom;Pad95
292;330;THT;176.698;-51.2141;-90;Bottom;R2
293;;DIP16 [THT];127.168;-29.3066;90;Bottom;IC3
294;;;176.698;-13.749;0;Bottom;Pad27
295;330;THT;36.9985;-7.3991;90;Bottom;R122
296;;;166.538;-16.289;0;Bottom;Pad25
297;;;171.618;-13.749;0;Bottom;Pad32
298;;THT;81.3625;-15.3367;90;Bottom;U10
299;;;54.7785;-42.0066;0;Bottom;Pad79
300;;;80.1785;-14.0666;0;Bottom;Pad101
301;;;136.058;-14.0665;0;Bottom;Pad15
302;100;THT;129.391;-36.2916;180;Bottom;R42
303;;;62.3985;-14.0666;0;Bottom;Pad107
304;100;THT;164.951;-36.2916;180;Bottom;R36
305;100;THT;60.811;-36.2916;180;Bottom;R54
306;;THT;104.222;-15.3367;90;Bottom;U8
307;;THT;150.125;-43.2659;-90;Bottom;U3
308;330;THT;52.2385;-51.2141;90;Bottom;R24
309;330;THT;9.05849;-7.3991;90;Bottom;R127
310;100;THT;147.806;-22.3216;0;Bottom;R71
311;330;THT;156.378;-7.3991;90;Bottom;R101
312;100;THT;50.651;-36.2916;180;Bottom;R56
313;;;11.5985;-16.6066;0;Bottom;Pad126
314;;;3.97846;-42.0066;0;Bottom;Pad90
315;;;151.298;-42.0065;0;Bottom;Pad41
316;;;77.6385;-42.0066;0;Bottom;Pad71
